index	seqName	clade	qc.overallScore	qc.overallStatus	totalSubstitutions	totalDeletions	totalInsertions	totalFrameShifts	totalMissing	totalNonACGTNs	totalAminoacidSubstitutions	totalAminoacidDeletions	totalAminoacidInsertions	totalUnknownAa	alignmentScore	alignmentStart	alignmentEnd	coverage	cdsCoverage	isReverseComplement	substitutions	deletions	insertions	frameShifts	aaSubstitutions	aaDeletions	aaInsertions	privateNucMutations.reversionSubstitutions	privateNucMutations.labeledSubstitutions	privateNucMutations.unlabeledSubstitutions	privateNucMutations.totalReversionSubstitutions	privateNucMutations.totalLabeledSubstitutions	privateNucMutations.totalUnlabeledSubstitutions	privateNucMutations.totalPrivateSubstitutions	privateAaMutations.reversionSubstitutions	privateAaMutations.labeledSubstitutions	privateAaMutations.unlabeledSubstitutions	privateAaMutations.totalReversionSubstitutions	privateAaMutations.totalLabeledSubstitutions	privateAaMutations.totalUnlabeledSubstitutions	privateAaMutations.totalPrivateSubstitutions	missing	founderMuts['clade'].nodeName	founderMuts['clade'].substitutions	founderMuts['clade'].deletions	founderMuts['clade'].aaSubstitutions	founderMuts['clade'].aaDeletions	unknownAaRanges	nonACGTNs	qc.missingData.missingDataThreshold	qc.missingData.score	qc.missingData.status	qc.missingData.totalMissing	qc.mixedSites.mixedSitesThreshold	qc.mixedSites.score	qc.mixedSites.status	qc.mixedSites.totalMixedSites	qc.privateMutations.cutoff	qc.privateMutations.excess	qc.privateMutations.score	qc.privateMutations.status	qc.privateMutations.total	qc.snpClusters.clusteredSNPs	qc.snpClusters.score	qc.snpClusters.status	qc.snpClusters.totalSNPs	qc.frameShifts.frameShifts	qc.frameShifts.totalFrameShifts	qc.frameShifts.frameShiftsIgnored	qc.frameShifts.totalFrameShiftsIgnored	qc.frameShifts.score	qc.frameShifts.status	qc.stopCodons.stopCodons	qc.stopCodons.totalStopCodons	qc.stopCodons.score	qc.stopCodons.status	totalPcrPrimerChanges	pcrPrimerChanges	failedCdses	warnings	errors
12	NC_039011.1 |Mammarenavirus cameroonense																																																																																When processing sequence #12 'NC_039011.1 |Mammarenavirus cameroonense': When calculating seed matches: Unable to align: seed alignment covers 6.06% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
10	NC_038366.1 |Mammarenavirus solweziense																																																																																When processing sequence #10 'NC_038366.1 |Mammarenavirus solweziense': When calculating seed matches: Unable to align: seed alignment covers 5.60% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
16	NC_026019.1 |Mammarenavirus wenzhouense																																																																																When processing sequence #16 'NC_026019.1 |Mammarenavirus wenzhouense': When calculating seed matches: Unable to align: seed alignment covers 7.94% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
17	NC_023763.1 |Mammarenavirus merinoense																																																																																When processing sequence #17 'NC_023763.1 |Mammarenavirus merinoense': When calculating seed matches: Unable to align: seed alignment covers 7.78% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
20	NC_013058.1 |Mammarenavirus mopeiaense																																																																																When processing sequence #20 'NC_013058.1 |Mammarenavirus mopeiaense': When calculating seed matches: Unable to align: seed alignment covers 8.88% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
11	NC_039010.1 |Mammarenavirus ryukyuense																																																																																When processing sequence #11 'NC_039010.1 |Mammarenavirus ryukyuense': When calculating seed matches: Unable to align: seed alignment covers 7.28% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
15	NC_026247.1 |Mammarenavirus gairoense																																																																																When processing sequence #15 'NC_026247.1 |Mammarenavirus gairoense': When calculating seed matches: Unable to align: seed alignment covers 9.36% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
22	NC_010759.1 |Mammarenavirus flexalense																																																																																When processing sequence #22 'NC_010759.1 |Mammarenavirus flexalense': When calculating seed matches: Unable to align: seed alignment covers 1.14% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
23	NC_010760.1 |Mammarenavirus latinum																																																																																When processing sequence #23 'NC_010760.1 |Mammarenavirus latinum': When calculating seed matches: Unable to align: seed alignment covers 1.12% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
18	NC_018711.1 |Mammarenavirus lunkense																																																																																When processing sequence #18 'NC_018711.1 |Mammarenavirus lunkense': When calculating seed matches: Unable to align: seed alignment was unable to find any matches that are long enough. Only matches of at least 40 nucleotides long are considered (configurable using 'min match length' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
14	NC_027137.1 |Mammarenavirus okahandjaense																																																																																When processing sequence #14 'NC_027137.1 |Mammarenavirus okahandjaense': When calculating seed matches: Unable to align: seed alignment covers 6.14% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
24	NC_010761.1 |Mammarenavirus paranaense																																																																																When processing sequence #24 'NC_010761.1 |Mammarenavirus paranaense': When calculating seed matches: Unable to align: seed alignment covers 0.56% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
21	NC_012777.1 |Mammarenavirus lujoense																																																																																When processing sequence #21 'NC_012777.1 |Mammarenavirus lujoense': When calculating seed matches: Unable to align: seed alignment covers 2.23% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
28	NC_010249.1 |Mammarenavirus allpahuayoense																																																																																When processing sequence #28 'NC_010249.1 |Mammarenavirus allpahuayoense': When calculating seed matches: Unable to align: seed alignment was unable to find any matches that are long enough. Only matches of at least 40 nucleotides long are considered (configurable using 'min match length' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
27	NC_010563.1 |Mammarenavirus chapareense																																																																																When processing sequence #27 'NC_010563.1 |Mammarenavirus chapareense': When calculating seed matches: Unable to align: seed alignment covers 1.13% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
31	NC_010252.1 |Mammarenavirus cupixiense																																																																																When processing sequence #31 'NC_010252.1 |Mammarenavirus cupixiense': When calculating seed matches: Unable to align: seed alignment was unable to find any matches that are long enough. Only matches of at least 40 nucleotides long are considered (configurable using 'min match length' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
25	NC_010702.1 |Mammarenavirus tamiamiense																																																																																When processing sequence #25 'NC_010702.1 |Mammarenavirus tamiamiense': When calculating seed matches: Unable to align: seed alignment covers 1.12% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
26	NC_010703.1 |Mammarenavirus whitewaterense																																																																																When processing sequence #26 'NC_010703.1 |Mammarenavirus whitewaterense': When calculating seed matches: Unable to align: seed alignment covers 2.24% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
30	NC_010251.1 |Mammarenavirus amapariense																																																																																When processing sequence #30 'NC_010251.1 |Mammarenavirus amapariense': When calculating seed matches: Unable to align: seed alignment was unable to find any matches that are long enough. Only matches of at least 40 nucleotides long are considered (configurable using 'min match length' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
29	NC_010250.1 |Mammarenavirus oliverosense																																																																																When processing sequence #29 'NC_010250.1 |Mammarenavirus oliverosense': When calculating seed matches: Unable to align: seed alignment was unable to find any matches that are long enough. Only matches of at least 40 nucleotides long are considered (configurable using 'min match length' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
33	NC_007904.1 |Mammarenavirus praomyidis																																																																																When processing sequence #33 'NC_007904.1 |Mammarenavirus praomyidis': When calculating seed matches: Unable to align: seed alignment covers 10.44% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
34	NC_007906.1 |Mammarenavirus ippyense																																																																																When processing sequence #34 'NC_007906.1 |Mammarenavirus ippyense': When calculating seed matches: Unable to align: seed alignment covers 7.14% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
35	NC_006574.1 |Mammarenavirus mopeiaense																																																																																When processing sequence #35 'NC_006574.1 |Mammarenavirus mopeiaense': When calculating seed matches: Unable to align: seed alignment covers 6.60% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
32	NC_010255.1 |Mammarenavirus bearense																																																																																When processing sequence #32 'NC_010255.1 |Mammarenavirus bearense': When calculating seed matches: Unable to align: seed alignment covers 0.56% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
40	NC_005082.1 |Mammarenavirus guanaritoense																																																																																When processing sequence #40 'NC_005082.1 |Mammarenavirus guanaritoense': When calculating seed matches: Unable to align: seed alignment covers 0.56% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
42	NC_004292.1 |Mammarenavirus tacaribeense																																																																																When processing sequence #42 'NC_004292.1 |Mammarenavirus tacaribeense': When calculating seed matches: Unable to align: seed alignment covers 1.13% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
36	NC_006313.1 |Mammarenavirus brazilense																																																																																When processing sequence #36 'NC_006313.1 |Mammarenavirus brazilense': When calculating seed matches: Unable to align: seed alignment covers 1.68% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
37	NC_005897.1 |Mammarenavirus piritalense																																																																																When processing sequence #37 'NC_005897.1 |Mammarenavirus piritalense': When calculating seed matches: Unable to align: seed alignment covers 1.13% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
39	NC_005080.1 |Mammarenavirus juninense																																																																																When processing sequence #39 'NC_005080.1 |Mammarenavirus juninense': When calculating seed matches: Unable to align: seed alignment covers 1.12% of the query sequence, which is less than expected 11.00% (configurable using 'min seed cover' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
38	NC_005079.1 |Mammarenavirus machupoense																																																																																When processing sequence #38 'NC_005079.1 |Mammarenavirus machupoense': When calculating seed matches: Unable to align: seed alignment was unable to find any matches that are long enough. Only matches of at least 40 nucleotides long are considered (configurable using 'min match length' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
43	NC_004291.1 |Mammarenavirus choriomeningitidis																																																																																When processing sequence #43 'NC_004291.1 |Mammarenavirus choriomeningitidis': When calculating seed matches: Unable to align: seed alignment was unable to find any matches that are long enough. Only matches of at least 40 nucleotides long are considered (configurable using 'min match length' CLI flag or dataset property). This is likely due to low quality of the provided sequence, or due to using incorrect reference sequence.
